upload_date,media_type,likes,shares,saves,engagement_rate
2024-12-11 09:25:22.954916,Carousel,26283,1465,48,1.35
2025-11-12 09:25:22.954916,Video,86548,2550,6861,10.92
2025-06-06 09:25:22.954916,Carousel,126212,2507,8350,13.2
2025-02-01 09:25:22.954916,Photo,82106,226,7956,4.42
2025-10-13 09:25:22.954916,Carousel,124142,4749,12805,7.65
2025-07-13 09:25:22.954916,Photo,60423,4519,11369,4.53
2025-07-31 09:25:22.954916,Video,131306,1103,5471,8.66
2024-11-21 09:25:22.954916,Video,159261,4420,14728,28.06
2025-06-10 09:25:22.954916,Carousel,104287,3125,14198,28.94
2025-05-16 09:25:22.954916,Carousel,21314,2068,12899,9.85
2025-09-09 09:25:22.954916,Video,191309,548,10389,17.93
2025-05-10 09:25:22.954916,Video,96436,4933,14657,12.51
2025-04-21 09:25:22.954916,Video,83467,4791,7976,6.87
2025-08-21 09:25:22.954916,Reel,108390,1655,3063,5.14
2025-05-11 09:25:22.954916,Video,55808,3794,5509,3.63
2025-07-09 09:25:22.954916,Carousel,38619,159,3131,2.5
2025-09-08 09:25:22.954916,Photo,135214,4736,6858,19.07
2024-12-07 09:25:22.954916,Photo,31563,926,12791,2.62
2025-02-03 09:25:22.954916,Carousel,170828,2269,10316,12.27
2025-01-07 09:25:22.954916,Carousel,53427,4396,14295,9.64
2025-02-02 09:25:22.954916,Photo,34737,3010,13727,3.4
2025-07-15 09:25:22.954916,Video,25841,230,590,1.35
2025-06-06 09:25:22.954916,Carousel,193255,1345,2786,20.29
2025-04-06 09:25:22.954916,Video,139603,4146,2972,22.3
2025-09-29 09:25:22.954916,Photo,2037,3893,8698,4.92
2025-04-24 09:25:22.954916,Reel,168579,2471,12111,33.17
2024-12-24 09:25:22.954916,Photo,47166,1233,9301,3.0
2025-06-15 09:25:22.954916,Carousel,107648,4977,10591,11.73
2025-11-14 09:25:22.954916,Video,9094,1838,6282,1.04
2025-03-23 09:25:22.954916,Video,95272,1215,4297,5.62
2025-04-27 09:25:22.954916,Carousel,72625,4102,1346,5.02
2025-02-12 09:25:22.954916,Reel,97985,3497,7800,5.77
2025-04-12 09:25:22.954916,Reel,130095,370,4193,65.25
2025-06-23 09:25:22.954916,Reel,68051,3137,14163,5.77
2025-09-14 09:25:22.954916,Reel,150956,4724,9008,33.27
2025-09-24 09:25:22.954916,Carousel,123460,845,1573,14.94
2025-05-26 09:25:22.954916,Carousel,91929,1485,1264,11.15
2025-03-11 09:25:22.954916,Photo,22064,2821,5546,1.77
2025-06-02 09:25:22.954916,Reel,119713,3857,7914,9.87
2025-06-21 09:25:22.954916,Photo,32416,2096,13359,2.56
2025-07-27 09:25:22.954916,Photo,108788,708,10648,6.0
2025-01-09 09:25:22.954916,Carousel,38497,3480,10288,4.61
2025-09-23 09:25:22.954916,Reel,168991,331,12375,8.78
2025-09-28 09:25:22.954916,Photo,127232,4819,12910,31.42
2025-03-30 09:25:22.954916,Reel,83585,2573,8257,4.9
2025-05-22 09:25:22.954916,Carousel,171294,1658,521,18.43
2025-07-26 09:25:22.954916,Photo,53620,2305,12933,23.64
2025-04-25 09:25:22.954916,Photo,122153,2573,14358,6.59
2025-04-16 09:25:22.954916,Video,165465,4779,4619,17.78
2025-09-26 09:25:22.954916,Photo,79165,3168,10728,10.84
2025-11-14 09:25:22.954916,Photo,199530,3374,12237,13.54
2025-05-14 09:25:22.954916,Video,114819,2817,6548,8.49
2025-06-10 09:25:22.954916,Carousel,178129,2602,5763,10.17
2025-05-30 09:25:22.954916,Photo,160322,2693,7738,14.74
2024-12-03 09:25:22.954916,Carousel,47861,400,5018,11.14
2025-06-02 09:25:22.954916,Photo,157855,1322,208,47.59
2025-05-05 09:25:22.954916,Carousel,77124,3857,5768,21.03
2025-05-04 09:25:22.954916,Photo,128802,3919,763,20.04
2025-02-18 09:25:22.954916,Photo,163587,3180,12806,14.98
2024-11-23 09:25:22.954916,Carousel,48254,4158,446,3.81
2025-03-02 09:25:22.954916,Carousel,6169,4597,10232,1.53
2025-02-20 09:25:22.954916,Carousel,12702,4052,3896,2.69
2025-08-08 09:25:22.954916,Carousel,36786,2926,14996,3.31
2025-08-30 09:25:22.954916,Video,65139,1923,5074,15.15
2025-10-18 09:25:22.954916,Reel,19869,2812,13019,3.38
2025-05-02 09:25:22.954916,Photo,82134,910,8148,17.67
2025-06-19 09:25:22.954916,Video,8979,1551,14019,1.53
2025-01-05 09:25:22.954916,Video,176019,3497,1342,38.55
2025-03-15 09:25:22.954916,Video,132270,4039,1365,8.47
2025-02-05 09:25:22.954916,Photo,154665,2056,9532,9.4
2025-10-12 09:25:22.954916,Video,85168,427,13488,13.85
2025-02-27 09:25:22.954916,Reel,33646,2981,4670,2.55
2025-08-08 09:25:22.954916,Photo,50404,3953,6283,4.94
2025-04-05 09:25:22.954916,Carousel,131136,1867,11597,12.5
2024-11-22 09:25:22.954916,Photo,120674,1142,5285,6.26
2024-11-23 09:25:22.954916,Video,118609,299,13932,7.34
2025-04-16 09:25:22.954916,Video,70354,356,11893,9.21
2024-11-28 09:25:22.954916,Photo,20993,3819,7605,2.12
2025-11-13 09:25:22.954916,Reel,125885,1975,1827,10.17
2025-05-25 09:25:22.954916,Carousel,112214,758,3057,22.73
2025-11-04 09:25:22.954916,Photo,139687,325,7911,46.52
2025-05-11 09:25:22.954916,Photo,196449,2540,556,9.37
2025-05-17 09:25:22.954916,Carousel,69547,3864,4353,6.5
2025-05-17 09:25:22.954916,Photo,94705,1475,13028,10.62
2025-01-16 09:25:22.954916,Video,168214,4882,13902,139.21
2025-05-07 09:25:22.954916,Carousel,122216,3572,10189,19.26
2025-01-12 09:25:22.954916,Video,142870,2104,9829,20.42
2025-01-19 09:25:22.954916,Video,179105,4997,9932,62.25
2025-06-28 09:25:22.954916,Photo,74404,198,10465,4.68
2025-06-01 09:25:22.954916,Video,36229,2197,6371,4.22
2025-01-30 09:25:22.954916,Reel,28037,3384,4831,2.62
2025-08-25 09:25:22.954916,Carousel,83249,2739,13543,10.29
2025-05-08 09:25:22.954916,Carousel,139603,4601,2279,18.18
2025-04-17 09:25:22.954916,Video,116545,1777,5605,10.3
2025-03-14 09:25:22.954916,Photo,117769,2138,9858,6.8
2025-06-03 09:25:22.954916,Photo,134722,146,11259,9.85
2024-12-27 09:25:22.954916,Reel,183799,3660,2039,32.84
2025-06-14 09:25:22.954916,Video,130599,4169,13905,7.6
2025-11-14 09:25:22.954916,Photo,124558,4723,13617,22.41
2024-12-27 09:25:22.954916,Photo,189561,4213,3798,10.99
2024-12-20 09:25:22.954916,Carousel,70875,875,4876,4.76
2025-10-04 09:25:22.954916,Video,32485,1708,867,3.2
2025-08-21 09:25:22.954916,Reel,70310,3423,6576,6.23
2025-03-27 09:25:22.954916,Reel,174028,955,9181,30.51
2025-09-12 09:25:22.954916,Carousel,44110,4191,5803,4.04
2025-10-13 09:25:22.954916,Video,79055,3309,12575,15.75
2025-06-23 09:25:22.954916,Reel,29436,3002,9642,2.14
2024-12-29 09:25:22.954916,Video,39993,2119,5803,11.84
2025-03-22 09:25:22.954916,Video,193510,558,12965,19.65
2025-11-04 09:25:22.954916,Video,29045,3529,9852,10.33
2025-03-30 09:25:22.954916,Reel,60903,2491,10480,8.2
2025-04-17 09:25:22.954916,Photo,118540,3552,4130,29.17
2025-10-17 09:25:22.954916,Carousel,142953,685,3400,16.49
2025-07-30 09:25:22.954916,Carousel,153434,3371,8402,11.48
2024-12-15 09:25:22.954916,Carousel,88889,4896,3993,33.39
2025-11-04 09:25:22.954916,Photo,39258,1696,13144,10.2
2024-12-14 09:25:22.954916,Video,5611,4265,7746,0.92
2025-02-07 09:25:22.954916,Video,122341,3054,13072,7.79
2025-03-08 09:25:22.954916,Reel,175064,3276,3839,12.44
2025-11-14 09:25:22.954916,Reel,71762,856,11753,7.56
2025-10-30 09:25:22.954916,Carousel,11938,2765,2133,2.27
2025-03-09 09:25:22.954916,Photo,190597,4422,6897,13.75
2025-01-25 09:25:22.954916,Carousel,143793,4890,14098,10.67
2025-03-10 09:25:22.954916,Photo,27125,2226,4682,33.61
2025-08-17 09:25:22.954916,Photo,183701,3165,5168,19.87
2025-02-28 09:25:22.954916,Video,178637,233,9875,8.58
2025-06-22 09:25:22.954916,Photo,166444,3991,4964,21.35
2025-03-02 09:25:22.954916,Carousel,104394,3278,10373,12.52
2025-07-17 09:25:22.954916,Carousel,189902,2007,3503,16.03
2025-08-27 09:25:22.954916,Reel,17902,3737,1361,1.22
2025-09-26 09:25:22.954916,Video,165458,2852,7701,18.49
2025-08-30 09:25:22.954916,Video,85964,3460,1580,4.91
2025-10-09 09:25:22.954916,Carousel,177535,4745,14140,17.0
2025-03-18 09:25:22.954916,Video,160634,866,9556,53.21
2025-08-05 09:25:22.954916,Carousel,152056,1604,12562,22.96
2025-03-03 09:25:22.954916,Reel,99918,3809,7014,4.87
2025-04-21 09:25:22.954916,Reel,94274,3493,9469,90.26
2025-07-07 09:25:22.954916,Photo,173484,4697,8423,18.61
2024-11-24 09:25:22.954916,Photo,77631,4441,14519,7.87
2025-06-10 09:25:22.954916,Reel,109778,4778,9066,16.06
2025-09-13 09:25:22.954916,Video,82101,3533,4082,21.62
2024-12-11 09:25:22.954916,Reel,72960,504,3998,4.68
2024-12-07 09:25:22.954916,Carousel,32902,858,13568,2.13
2025-06-06 09:25:22.954916,Photo,91792,566,5155,4.82
2025-09-13 09:25:22.954916,Reel,188760,222,498,16.7
2025-08-30 09:25:22.954916,Photo,88773,2753,5452,9.3
2024-12-22 09:25:22.954916,Reel,112685,3618,10033,17.18
2025-07-24 09:25:22.954916,Video,190603,3164,81,21.29
2025-04-19 09:25:22.954916,Photo,53832,1164,3218,3.35
2025-09-23 09:25:22.954916,Video,170789,3814,5402,35.63
2025-03-03 09:25:22.954916,Video,183511,1984,1053,25.97
2025-05-05 09:25:22.954916,Carousel,192542,2567,4337,25.1
2025-09-18 09:25:22.954916,Carousel,30389,2214,1964,1.97
2025-08-03 09:25:22.954916,Reel,116192,4704,8888,15.1
2024-12-07 09:25:22.954916,Reel,190688,205,2002,10.24
2025-08-03 09:25:22.954916,Carousel,27089,3161,2112,2.76
2025-11-01 09:25:22.954916,Photo,124317,2779,11103,16.27
2025-03-14 09:25:22.954916,Carousel,173549,3363,6165,10.43
2025-05-03 09:25:22.954916,Reel,133317,3369,11684,82.72
2025-01-31 09:25:22.954916,Video,65467,3707,5267,8.82
2025-02-06 09:25:22.954916,Reel,150096,1140,4646,9.07
2025-10-06 09:25:22.954916,Video,180808,4057,9498,17.02
2025-08-04 09:25:22.954916,Carousel,130242,4511,9696,9.44
2025-07-24 09:25:22.954916,Video,14564,3409,13462,5.89
2025-04-10 09:25:22.954916,Video,92812,1235,13936,18.25
2025-10-11 09:25:22.954916,Photo,88406,160,1768,6.15
2025-02-17 09:25:22.954916,Photo,94620,4048,6328,6.47
2024-12-16 09:25:22.954916,Photo,179900,4566,8198,8.92
2025-02-17 09:25:22.954916,Video,182717,2150,2160,10.02
2025-01-01 09:25:22.954916,Carousel,87295,1079,8481,38.0
2025-09-18 09:25:22.954916,Photo,192316,3836,10490,19.5
2025-10-16 09:25:22.954916,Photo,33586,1935,2350,2.19
2024-12-02 09:25:22.954916,Carousel,79823,543,1059,7.3
2025-01-04 09:25:22.954916,Video,145669,778,1953,9.03
2025-10-19 09:25:22.954916,Video,64065,825,4433,4.88
2025-06-09 09:25:22.954916,Reel,26845,3318,1550,4.45
2025-09-15 09:25:22.954916,Reel,44883,392,9111,9.14
2025-10-19 09:25:22.954916,Carousel,191393,3359,5302,14.53
2025-09-29 09:25:22.954916,Video,11315,2542,14247,4.7
2025-07-13 09:25:22.954916,Photo,47565,1584,13754,4.49
2025-10-29 09:25:22.954916,Carousel,192505,3573,1126,10.54
2025-01-08 09:25:22.954916,Photo,10396,2851,8942,2.81
2025-04-27 09:25:22.954916,Reel,21010,3603,1596,1.91
2025-04-20 09:25:22.954916,Reel,130703,3499,4311,22.24
2025-05-26 09:25:22.954916,Video,102871,39,7287,9.2
2024-11-22 09:25:22.954916,Reel,123273,581,7257,7.23
2025-08-27 09:25:22.954916,Reel,175736,1430,3168,11.24
2025-10-25 09:25:22.954916,Photo,145031,2593,12021,8.78
2025-02-26 09:25:22.954916,Carousel,17313,3034,5399,2.92
2025-01-14 09:25:22.954916,Reel,58497,4991,10678,8.35
2025-08-14 09:25:22.954916,Photo,118611,4408,9417,14.78
2025-02-17 09:25:22.954916,Video,10581,4318,1109,2.06
2025-07-09 09:25:22.954916,Reel,69454,1226,3421,7.52
2025-01-17 09:25:22.954916,Video,132148,3049,10123,6.6
2025-11-06 09:25:22.954916,Video,24521,158,6889,1.84
2025-11-02 09:25:22.954916,Video,63242,4627,7774,7.77
2025-10-21 09:25:22.954916,Reel,163328,2634,1340,75.13
2025-08-11 09:25:22.954916,Reel,188443,1476,14115,16.98
2025-06-22 09:25:22.954916,Video,194641,3802,11410,21.14
2025-03-16 09:25:22.954916,Carousel,29151,4515,7729,15.84
2025-04-06 09:25:22.954916,Reel,93602,3874,13133,21.99
2025-01-05 09:25:22.954916,Video,122354,1351,12054,7.95
2025-05-25 09:25:22.954916,Video,80132,653,8009,20.73
2024-12-23 09:25:22.954916,Photo,63641,3846,182,3.74
2025-05-30 09:25:22.954916,Reel,163455,1727,2324,7.65
2025-02-06 09:25:22.954916,Video,105964,3935,9291,11.54
2025-04-03 09:25:22.954916,Photo,124835,330,1663,12.0
2025-05-03 09:25:22.954916,Photo,40748,334,6418,5.9
2024-12-14 09:25:22.954916,Reel,16959,4811,6308,1.65
2025-11-19 09:25:22.954916,Video,26332,1032,4188,2.05
2024-12-27 09:25:22.954916,Video,125561,1297,14968,9.96
2025-01-30 09:25:22.954916,Video,66297,2594,1334,4.05
2024-12-20 09:25:22.954916,Video,169481,175,1680,8.61
2024-12-11 09:25:22.954916,Photo,41633,1962,2795,4.29
2025-11-11 09:25:22.954916,Carousel,142408,2353,2739,33.79
2025-09-20 09:25:22.954916,Carousel,176390,2616,4341,28.0
2025-04-25 09:25:22.954916,Video,23216,1260,7742,4.83
2025-05-11 09:25:22.954916,Photo,1957,395,2405,0.29
2024-11-24 09:25:22.954916,Video,73494,1337,11089,11.45
2025-01-19 09:25:22.954916,Carousel,123571,1133,5629,7.38
2025-11-17 09:25:22.954916,Reel,66188,1862,9029,6.27
2025-03-04 09:25:22.954916,Photo,6683,4713,6514,3.02
2025-10-21 09:25:22.954916,Reel,24741,4815,2877,1.77
2025-03-06 09:25:22.954916,Photo,34135,1673,2036,5.12
2024-11-23 09:25:22.954916,Photo,55240,1387,12210,8.81
2025-09-10 09:25:22.954916,Video,59379,4117,11169,3.88
2025-03-26 09:25:22.954916,Carousel,184712,66,1952,22.47
2025-04-27 09:25:22.954916,Video,98825,524,13952,8.96
2025-01-07 09:25:22.954916,Video,167608,4927,7256,20.8
2025-02-11 09:25:22.954916,Video,106306,1640,124,12.56
2025-03-01 09:25:22.954916,Video,157205,1251,7384,12.79
2025-08-03 09:25:22.954916,Carousel,27008,2947,8068,5.3
2025-10-18 09:25:22.954916,Photo,34949,4556,12350,7.34
2025-03-20 09:25:22.954916,Video,119170,3617,3631,5.79
2025-07-19 09:25:22.954916,Reel,78649,1699,7228,16.88
2025-10-19 09:25:22.954916,Reel,101967,606,1389,4.72
2025-03-05 09:25:22.954916,Carousel,7606,2552,4768,0.66
2025-04-02 09:25:22.954916,Reel,83989,399,1434,6.29
2024-12-30 09:25:22.954916,Video,106340,4454,4014,60.41
2024-12-30 09:25:22.954916,Carousel,49161,3977,4562,12.42
2025-07-27 09:25:22.954916,Video,93391,4458,14387,21.12
2025-06-27 09:25:22.954916,Reel,92014,4366,13218,29.07
2025-10-19 09:25:22.954916,Reel,17410,4565,13542,2.46
2025-08-03 09:25:22.954916,Reel,129003,4014,6985,6.85
2024-11-20 09:25:22.954916,Carousel,77481,908,4278,7.15
2025-05-28 09:25:22.954916,Video,46512,1867,6829,4.13
2025-06-15 09:25:22.954916,Reel,3581,1542,11744,2.06
2025-09-16 09:25:22.954916,Reel,1841,1531,586,0.76
2025-05-27 09:25:22.954916,Video,151620,873,7570,8.82
2025-07-18 09:25:22.954916,Video,191738,3190,13592,18.82
2025-08-03 09:25:22.954916,Video,139419,505,11018,13.78
2025-02-03 09:25:22.954916,Reel,80834,3177,398,9.9
2025-01-23 09:25:22.954916,Photo,121653,2744,11285,19.57
2025-09-13 09:25:22.954916,Carousel,147612,128,2418,18.6
2025-09-23 09:25:22.954916,Reel,134495,3810,5911,13.3
2025-04-12 09:25:22.954916,Photo,134180,2876,12080,21.39
2025-02-21 09:25:22.954916,Photo,21420,1703,4147,1.53
2025-01-16 09:25:22.954916,Photo,55071,1030,10670,14.88
2024-12-27 09:25:22.954916,Video,72022,1752,8037,10.27
2025-03-02 09:25:22.954916,Photo,61378,4428,2263,11.63
2025-09-06 09:25:22.954916,Reel,37283,1171,11642,4.06
2025-11-15 09:25:22.954916,Video,91333,1969,6706,12.01
2025-10-16 09:25:22.954916,Photo,148770,1868,2294,17.38
2025-04-16 09:25:22.954916,Photo,175487,1611,1258,45.29
2025-10-02 09:25:22.954916,Photo,185591,1902,1025,25.87
2025-05-16 09:25:22.954916,Reel,108872,1218,12087,23.4
2024-11-28 09:25:22.954916,Carousel,76630,4297,7280,4.58
2024-12-06 09:25:22.954916,Reel,78942,2314,17,4.84
2025-01-23 09:25:22.954916,Video,12535,4409,1574,3.43
2025-04-12 09:25:22.954916,Reel,119791,2582,9274,6.77
2025-01-09 09:25:22.954916,Photo,29328,2897,3015,2.4
2025-01-22 09:25:22.954916,Reel,15180,677,7141,2.69
2024-12-26 09:25:22.954916,Reel,133277,3141,14668,36.48
2025-06-14 09:25:22.954916,Photo,10146,355,9058,1.52
2025-01-13 09:25:22.954916,Video,16468,3284,4573,1.78
2025-09-24 09:25:22.954916,Reel,87568,2632,12938,18.46
2025-08-15 09:25:22.954916,Reel,21142,1209,3372,1.66
2025-02-07 09:25:22.954916,Video,127788,1674,7548,16.12
2025-07-28 09:25:22.954916,Video,66312,4227,9081,6.17
2025-04-22 09:25:22.954916,Reel,100845,1296,3148,30.04
2025-10-11 09:25:22.954916,Video,49752,2999,6536,3.82
2025-06-18 09:25:22.954916,Carousel,174714,1130,10729,11.68
2025-07-28 09:25:22.954916,Carousel,172137,4572,12112,8.11
2025-11-16 09:25:22.954916,Carousel,61658,1405,777,4.11
2025-03-31 09:25:22.954916,Video,194038,4192,12997,114.79
2025-11-07 09:25:22.954916,Reel,133105,1904,750,11.5
2025-03-19 09:25:22.954916,Reel,4254,1672,2161,2.29
2025-07-31 09:25:22.954916,Carousel,130544,516,11328,9.03
2025-08-03 09:25:22.954916,Reel,83826,3995,13947,8.46
2025-03-30 09:25:22.954916,Photo,27809,908,4410,1.76
2025-04-05 09:25:22.954916,Reel,153434,1304,5933,10.01
2024-12-11 09:25:22.954916,Reel,91687,643,4853,5.32
2025-09-11 09:25:22.954916,Video,57461,1259,12578,4.1
2025-10-14 09:25:22.954916,Carousel,173288,4299,13177,11.57
2025-01-01 09:25:22.954916,Video,189582,1869,10344,30.21
2024-11-25 09:25:22.954916,Reel,142116,1384,6481,13.04
2025-06-26 09:25:22.954916,Carousel,67404,1215,3236,11.04
2024-12-26 09:25:22.954916,Carousel,118999,1042,5495,14.8
2024-12-28 09:25:22.954916,Carousel,157650,3145,6955,35.09
2025-03-19 09:25:22.954916,Carousel,162774,4205,5627,10.27
2025-05-23 09:25:22.954916,Reel,45673,3185,706,3.51
2025-05-23 09:25:22.954916,Reel,9040,4614,10258,9.22
2025-10-23 09:25:22.954916,Video,77111,2797,11356,9.07
2025-11-03 09:25:22.954916,Carousel,166524,4729,11513,41.76
2025-08-18 09:25:22.954916,Video,56680,1362,86,8.97
2025-01-10 09:25:22.954916,Reel,160668,3232,8068,45.49
2025-11-03 09:25:22.954916,Reel,145989,4187,4707,91.05
2025-01-27 09:25:22.954916,Video,32276,584,2659,9.24
2025-03-27 09:25:22.954916,Photo,51870,3338,12429,4.39
2025-11-04 09:25:22.954916,Video,61176,4432,8164,4.82
2024-12-10 09:25:22.954916,Carousel,187904,1489,8150,24.41
2024-12-19 09:25:22.954916,Reel,49263,2352,8192,5.21
2025-02-18 09:25:22.954916,Photo,64151,1279,7873,5.9
2025-10-17 09:25:22.954916,Carousel,144727,2017,5251,10.93
2025-01-10 09:25:22.954916,Reel,63587,1295,12054,6.18
2025-09-23 09:25:22.954916,Video,150430,1018,5934,17.92
2025-02-27 09:25:22.954916,Video,103806,4346,8278,43.45
2025-08-13 09:25:22.954916,Carousel,154803,2384,2086,27.69
2025-07-09 09:25:22.954916,Video,33866,3730,4356,2.81
2025-10-18 09:25:22.954916,Reel,146507,3572,13597,19.33
2025-10-13 09:25:22.954916,Reel,164843,4068,1227,35.54
2025-03-02 09:25:22.954916,Carousel,134283,2109,8840,6.62
2025-04-14 09:25:22.954916,Photo,147849,1839,7866,65.43
2024-12-14 09:25:22.954916,Video,24845,673,7266,1.91
2025-10-19 09:25:22.954916,Photo,145027,1093,3893,55.27
2025-05-10 09:25:22.954916,Carousel,194538,4959,8936,19.55
2025-06-25 09:25:22.954916,Video,8348,356,10504,2.46
2025-06-23 09:25:22.954916,Carousel,31523,2008,10499,2.82
2025-09-26 09:25:22.954916,Reel,180709,4248,2053,48.04
2025-07-19 09:25:22.954916,Carousel,168002,980,9447,28.25
2025-03-20 09:25:22.954916,Reel,13042,4482,13756,2.16
2025-03-18 09:25:22.954916,Carousel,181965,2022,6681,11.42
2025-04-07 09:25:22.954916,Reel,123305,4935,10622,31.69
2024-12-02 09:25:22.954916,Carousel,104132,788,4259,9.95
2025-08-24 09:25:22.954916,Photo,55218,4797,2599,4.45
2025-03-14 09:25:22.954916,Carousel,99566,3290,4851,54.1
2025-06-22 09:25:22.954916,Video,109302,3059,8466,9.28
2024-11-24 09:25:22.954916,Video,159638,1764,14326,20.65
2025-05-29 09:25:22.954916,Video,74152,3914,2535,14.95
2025-11-10 09:25:22.954916,Photo,82050,4242,7450,14.48
2025-03-20 09:25:22.954916,Reel,84840,802,633,18.1
2024-12-17 09:25:22.954916,Photo,120771,1502,234,7.87
2025-03-08 09:25:22.954916,Photo,150345,4181,14013,98.23
2025-02-25 09:25:22.954916,Reel,16437,3757,14974,2.23
2025-10-27 09:25:22.954916,Carousel,153266,4889,14810,14.18
2024-12-17 09:25:22.954916,Photo,59933,3786,5056,4.97
2025-10-28 09:25:22.954916,Reel,41707,4813,12328,4.51
2025-07-07 09:25:22.954916,Video,42581,4167,10829,2.82
2025-10-09 09:25:22.954916,Video,142009,2439,14780,19.97
2025-05-06 09:25:22.954916,Reel,145855,3986,2301,17.83
2025-09-05 09:25:22.954916,Video,106176,4629,5454,5.52
2025-11-01 09:25:22.954916,Carousel,171154,3240,4913,21.22
2025-08-18 09:25:22.954916,Reel,178757,2264,1465,25.42
2025-09-28 09:25:22.954916,Reel,151335,1981,5012,41.3
2025-09-04 09:25:22.954916,Photo,47277,3877,3286,3.16
2025-06-20 09:25:22.954916,Video,34614,2669,6345,2.55
2025-05-03 09:25:22.954916,Carousel,120392,605,3296,9.96
2025-02-05 09:25:22.954916,Photo,142176,3101,2958,7.06
2025-03-13 09:25:22.954916,Video,2486,1450,14339,2.97
2025-10-07 09:25:22.954916,Photo,84567,2433,4689,12.5
2025-07-11 09:25:22.954916,Carousel,165126,353,13125,23.47
2025-09-29 09:25:22.954916,Video,39397,3154,7275,2.33
2025-09-17 09:25:22.954916,Video,179056,1362,11102,38.48
2025-06-04 09:25:22.954916,Carousel,154714,62,2235,14.75
2025-06-28 09:25:22.954916,Video,162128,2359,7467,13.63
2025-10-21 09:25:22.954916,Video,122858,1597,9679,7.24
2025-06-08 09:25:22.954916,Photo,69671,1594,2892,3.86
2025-07-12 09:25:22.954916,Video,195954,3620,7034,21.84
2024-12-20 09:25:22.954916,Carousel,145542,4998,12976,8.15
2025-04-18 09:25:22.954916,Video,10214,2304,11126,9.12
2025-10-14 09:25:22.954916,Reel,36394,1106,12653,7.22
2025-03-02 09:25:22.954916,Carousel,133258,334,7748,24.97
2025-09-17 09:25:22.954916,Carousel,103858,913,362,5.5
2024-12-11 09:25:22.954916,Video,2807,4058,4852,1.82
2025-01-26 09:25:22.954916,Photo,158322,4258,2060,18.5
2024-12-09 09:25:22.954916,Reel,156764,2919,2943,12.41
2025-01-20 09:25:22.954916,Video,193164,2690,3737,12.14
2025-11-08 09:25:22.954916,Reel,49024,4200,4103,13.78
2025-03-16 09:25:22.954916,Photo,183491,4401,6177,57.32
2025-04-01 09:25:22.954916,Photo,126034,3291,9215,7.12
2025-07-27 09:25:22.954916,Video,126882,1572,1215,8.4
2025-06-10 09:25:22.954916,Video,68607,2855,5172,5.78
2025-08-17 09:25:22.954916,Video,130589,4902,2337,46.34
2025-05-11 09:25:22.954916,Carousel,37385,4154,4574,2.08
2025-03-16 09:25:22.954916,Video,14597,2973,502,1.19
2025-08-18 09:25:22.954916,Carousel,42805,4999,11053,3.32
2024-11-20 09:25:22.954916,Photo,53112,320,2440,47.06
2025-06-18 09:25:22.954916,Video,196986,3602,2413,36.82
2025-03-02 09:25:22.954916,Video,1798,1632,13759,3.52
2025-03-26 09:25:22.954916,Photo,165073,1135,6424,13.08
2025-07-24 09:25:22.954916,Video,137618,1779,1123,21.41
2025-09-21 09:25:22.954916,Video,167161,1626,1666,28.49
2025-06-19 09:25:22.954916,Video,166353,3568,14888,18.31
2025-08-28 09:25:22.954916,Reel,94544,1704,14542,7.0
2025-10-01 09:25:22.954916,Photo,22741,1315,299,18.15
2025-04-23 09:25:22.954916,Reel,90830,3787,10407,20.43
2025-09-02 09:25:22.954916,Photo,5874,1121,6816,2.58
2025-10-31 09:25:22.954916,Video,62833,761,8853,4.09
2024-12-13 09:25:22.954916,Carousel,15969,654,783,1.35
2025-06-23 09:25:22.954916,Reel,96852,62,9514,10.56
2025-02-12 09:25:22.954916,Video,140051,4787,14909,14.73
2024-11-26 09:25:22.954916,Carousel,11304,4070,924,1.28
2025-01-24 09:25:22.954916,Reel,101297,1983,1025,8.81
2025-11-15 09:25:22.954916,Video,149805,645,2088,14.2
2025-10-23 09:25:22.954916,Video,178730,113,8658,27.7
2025-07-01 09:25:22.954916,Photo,77318,149,13300,4.71
2025-06-30 09:25:22.954916,Carousel,176295,2642,13060,11.99
2025-04-06 09:25:22.954916,Video,146871,2886,7704,6.96
2025-11-06 09:25:22.954916,Video,196199,2795,4714,16.54
2025-03-22 09:25:22.954916,Reel,93410,2011,12415,5.8
2025-05-19 09:25:22.954916,Video,42811,3732,650,5.93
2024-12-01 09:25:22.954916,Photo,159491,4383,13508,8.5
2025-05-19 09:25:22.954916,Photo,194004,933,7064,22.77
2025-06-19 09:25:22.954916,Photo,84926,2684,3210,5.91
2025-03-17 09:25:22.954916,Reel,196301,163,12647,15.96
2025-06-11 09:25:22.954916,Carousel,196704,108,12521,13.9
2025-06-17 09:25:22.954916,Reel,197077,4514,3073,29.63
2025-10-21 09:25:22.954916,Video,74761,2178,3994,8.36
2025-07-18 09:25:22.954916,Video,178262,3109,11367,10.69
2025-06-21 09:25:22.954916,Carousel,117734,4716,7904,17.6
2025-07-19 09:25:22.954916,Photo,67756,638,5368,6.56
2025-07-21 09:25:22.954916,Carousel,174809,1681,6847,40.24
2025-01-24 09:25:22.954916,Reel,199239,1050,4018,16.77
2025-05-19 09:25:22.954916,Photo,55155,149,11191,7.02
2025-05-08 09:25:22.954916,Reel,142715,1567,13314,139.59
2025-02-11 09:25:22.954916,Photo,34387,535,8187,8.46
2025-01-24 09:25:22.954916,Photo,7681,667,1139,1.34
